test_suite,test_name,scenario,duration,step_name,request_count,ok,failed,rps,min,mean,max,50_percent,75_percent,95_percent,99_percent,std_dev,data_transfer_min_kb,data_transfer_mean_kb,data_transfer_max_kb,data_transfer_all_mb
nbomber_default_test_suite_name,nbomber_default_test_name,load_test,00:00:30,global information,900,900,0,30,0.31,0.79,58.68,0.69,0.8,1.01,1.22,2.01,0,0,0,0
