test_suite,test_name,scenario,duration,step_name,request_count,ok,failed,rps,min,mean,max,50_percent,75_percent,95_percent,99_percent,std_dev,data_transfer_min_kb,data_transfer_mean_kb,data_transfer_max_kb,data_transfer_all_mb
nbomber_default_test_suite_name,nbomber_default_test_name,load_test,00:01:00,global information,600,600,0,10,0.27,1,63.28,0.78,0.92,1.21,1.56,3.22,0,0,0,0
