test_suite,test_name,scenario,duration,step_name,request_count,ok,failed,rps,min,mean,max,50_percent,75_percent,95_percent,99_percent,std_dev,data_transfer_min_kb,data_transfer_mean_kb,data_transfer_max_kb,data_transfer_all_mb
nbomber_default_test_suite_name,nbomber_default_test_name,load_test,00:00:21,global information,217,217,0,10.3,0.34,1.24,89.26,0.77,0.9,1.14,1.94,6.04,0,0,0,0
